session_id,query,intent,slot_annotation
103,的繁体字六空庭得孔子的六井空,OTHERS,的繁体字六空庭得孔子的六井空
103,六井空,OTHERS,六井空
103,这就是六斤口朝天门,OTHERS,这就是六斤口朝天门
103,关闭导航那你在流量会够吗,navigation.cancel_navigation,关闭导航那你在流量会够吗
103,我要看电视,OTHERS,我要看电视
103,打电话,phone_call.make_a_phone_call,打电话
103,打电话给,phone_call.make_a_phone_call,打电话给
103,有才,phone_call.make_a_phone_call,<contact_name>有才</contact_name>
103,打电话叫出名字,phone_call.make_a_phone_call,打电话叫出名字
103,高朋,phone_call.make_a_phone_call,<contact_name>高朋</contact_name>
103,13200008499,phone_call.make_a_phone_call,<phone_num>13200008499</phone_num>
103,我要看电视,OTHERS,我要看电视
103,越泽,OTHERS,越泽
103,看电视,OTHERS,看电视
103,电视,OTHERS,电视
104,拨打电话给760,phone_call.make_a_phone_call,拨打电话给<phone_num>760</phone_num>
104,打电话给760,phone_call.make_a_phone_call,打电话给<phone_num>760</phone_num>
104,天气预报是什么这几天,OTHERS,天气预报是什么这几天
104,导航到清水河,navigation.navigation,导航到<destination>清水河</destination>
105,来一首,music.play,来一首
105,没有你陪伴我真的好孤单,music.play,<song>没有你陪伴我真的好孤单</song>
105,兄弟干杯,music.play,<song>兄弟干杯</song>
106,导航广州天河区南洋长胜酒店,navigation.navigation,导航<destination>广州天河区南洋长胜酒店</destination>
106,打电话给背景的,phone_call.make_a_phone_call,打电话给<contact_name>背景的</contact_name>
106,在经历,OTHERS,在经历
106,打电话,phone_call.make_a_phone_call,打电话
107,太原,navigation.navigation,<destination>太原</destination>
107,关闭电子狗,OTHERS,关闭电子狗
107,滚你妈逼的,OTHERS,滚你妈逼的
107,太原武宿机场,navigation.navigation,<destination>太原武宿机场</destination>
107,你是我同学及格哦内部资料三月这是啥世道,OTHERS,你是我同学及格哦内部资料三月这是啥世道
107,可以,OTHERS,可以
108,拨号老婆,phone_call.make_a_phone_call,拨号<contact_name>老婆</contact_name>
108,拨号老婆,phone_call.make_a_phone_call,拨号<contact_name>老婆</contact_name>
108,孤单,OTHERS,孤单
108,叮当你好,OTHERS,叮当你好
108,去死,OTHERS,去死
108,可乐,OTHERS,可乐
108,走裕都大道,navigation.navigation,走<destination>裕都大道</destination>
109,播放车载dj,music.play,播放<theme>车载</theme><theme>dj</theme>
109,打电话,phone_call.make_a_phone_call,打电话
109,紫荆花商务中心,navigation.navigation,<destination>紫荆花商务中心</destination>
110,来一首喜来一首歌在飞,music.play,来一首喜来一首<song>歌在飞</song>
110,来一首歌在飞,music.play,来一首<song>歌在飞</song>
110,来一首歌在飞,music.play,来一首<song>歌在飞</song>
111,去菏泽职业学院,navigation.navigation,去<destination>菏泽职业学院</destination>
111,我要听,music.play,我要听
111,我要听我们老了,music.play,我要听<song>我们老了</song>
111,我要听我在贵州等你,music.play,我要听<song>我在贵州等你</song>
111,我们不一样,music.play,<song>我们不一样</song>
111,哎,OTHERS,哎
111,麦子,OTHERS,麦子
111,取消,music.pause,取消
112,请拨打宋建民,phone_call.make_a_phone_call,请拨打<contact_name>宋建民</contact_name>
112,请拨打宋件宾,phone_call.make_a_phone_call,请拨打<contact_name>宋件宾</contact_name>
112,音量,OTHERS,音量
112,我要去牡丹江,navigation.navigation,我要去<destination>牡丹江</destination>
113,说过多少遍安静人家就说你有那家不要钱啊,OTHERS,说过多少遍安静人家就说你有那家不要钱啊
113,结束导航,navigation.cancel_navigation,结束导航
113,帮我打个电话打给,phone_call.make_a_phone_call,帮我打个电话打给
113,帮我拨打665,phone_call.make_a_phone_call,帮我拨打<phone_num>665</phone_num>
114,我要听红尘情歌,music.play,我要听<song>红尘情歌</song>
114,我要去,navigation.navigation,我要去
114,我要到一中菜地中旗一中,navigation.navigation,我要到<destination>一中菜地中旗一中</destination>
115,我要到交通局,navigation.navigation,我要到<destination>交通局</destination>
115,我要到北一交通车,navigation.navigation,我要到<destination>北一交通车</destination>
115,打电话,phone_call.make_a_phone_call,打电话
116,正泰春天,OTHERS,正泰春天
116,退出音乐,music.pause,退出音乐
116,正泰春天小区,navigation.navigation,<destination>正泰春天小区</destination>
116,温馨家园北门,navigation.navigation,<destination>温馨家园北门</destination>
116,打电话给,phone_call.make_a_phone_call,打电话给
117,导航结束,navigation.cancel_navigation,导航结束
117,关闭屏幕,OTHERS,关闭屏幕
117,古月,OTHERS,古月
117,放一首十年,music.play,放一首<song>十年</song>
117,来首拥抱,music.play,来首<song>拥抱</song>
118,打电话给13900002001,phone_call.make_a_phone_call,打电话给<phone_num>13900002001</phone_num>
118,下载携程旅游,OTHERS,下载携程旅游
118,下载携程旅游,OTHERS,下载携程旅游
118,欧尚超市,navigation.navigation,<destination>欧尚超市</destination>
118,南通百安宜家,navigation.navigation,<destination>南通百安宜家</destination>
119,哦,OTHERS,哦
119,下载歌曲,OTHERS,下载歌曲
119,下载歌曲你啊下载歌曲,OTHERS,下载歌曲你啊下载歌曲
119,劲爆的士高,music.play,<song>劲爆的士高</song>
119,搜索歌曲,music.play,搜索歌曲
119,拔萝卜,music.play,<song>拔萝卜</song>
119,五月天,music.play,<singer>五月天</singer>
120,请播一首邓紫棋的喜欢你,music.play,请播一首<singer>邓紫棋</singer>的<song>喜欢你</song>
120,鱼乐,OTHERS,鱼乐
120,播一下dj舞曲,music.play,播一下<theme>dj</theme><style>舞曲</style>
120,请播一下迈克尔杰克逊的舞曲,music.play,请播一下<singer>迈克尔杰克逊</singer>的<style>舞曲</style>
121,导航结束,navigation.cancel_navigation,导航结束
121,导航结束,navigation.cancel_navigation,导航结束
121,取消,navigation.cancel_navigation,取消
122,滨州市,navigation.navigation,<destination>滨州市</destination>
122,滨州市滨城区三河湖镇,navigation.navigation,<destination>滨州市滨城区三河湖镇</destination>
122,打电话不说话啥意思,OTHERS,打电话不说话啥意思
122,我他妈都接到了什么没打通,OTHERS,我他妈都接到了什么没打通
122,马力,OTHERS,马力
123,童安格的借我一点爱,music.play,<singer>童安格</singer>的<song>借我一点爱</song>
123,放周华健的歌,music.play,放<singer>周华健</singer>的歌
123,播放童安格的借我一点爱,music.play,播放<singer>童安格</singer>的<song>借我一点爱</song>
124,我我我,OTHERS,我我我
124,四海一家,music.play,<song>四海一家</song>
124,播放阴天快乐,music.play,播放<song>阴天快乐</song>
124,打电话给这个,phone_call.make_a_phone_call,打电话给这个
125,请打电话给662,phone_call.make_a_phone_call,请打电话给<phone_num>662</phone_num>
125,打电话给662,phone_call.make_a_phone_call,打电话给<phone_num>662</phone_num>
125,导航结束,navigation.cancel_navigation,导航结束
126,唱一首邓丽君的歌曲,music.play,唱一首<singer>邓丽君</singer>的歌曲
126,请放几首张学友的歌曲,music.play,请放几首<singer>张学友</singer>的歌曲
126,放一首费玉清的歌曲,music.play,放一首<singer>费玉清</singer>的歌曲
127,东广场,navigation.navigation,<destination>东广场</destination>
127,好的,OTHERS,好的
127,放首儿歌吗,music.play,放首<age>儿歌</age>吗
128,来一首儿歌,music.play,来一首<age>儿歌</age>
128,唱一首儿歌的北部石,music.play,唱一首<age>儿歌</age>的<song>北部石</song>
128,来一首青海花儿,music.play,来一首<song>青海花儿</song>
129,江景花园,navigation.navigation,<destination>江景花园</destination>
129,老龚,OTHERS,老龚
129,打电话八八,phone_call.make_a_phone_call,打电话<contact_name>八八</contact_name>
129,打电话八八,phone_call.make_a_phone_call,打电话<contact_name>八八</contact_name>
130,我乱了,OTHERS,我乱了
130,就是去,OTHERS,就是去
130,刘佳,OTHERS,刘佳
130,你好叮当,OTHERS,你好叮当
130,为何,OTHERS,为何
130,牛头山吗,navigation.navigation,<destination>牛头山</destination>吗
130,打电话给430000047,phone_call.make_a_phone_call,打电话给<phone_num>430000047</phone_num>
130,打电话给2000047,phone_call.make_a_phone_call,打电话给<phone_num>2000047</phone_num>
131,一零零四,OTHERS,一零零四
131,乡村爱情,OTHERS,乡村爱情
131,收音机,OTHERS,收音机
131,邢集社区,navigation.navigation,<destination>邢集社区</destination>
131,省医社区,navigation.navigation,<destination>省医社区</destination>
132,放首轻音乐,music.play,放首<style>轻音乐</style>
132,走马的歌放首降央卓玛的歌,music.play,<song>走马</song>的歌放首<singer>降央卓玛</singer>的歌
132,放首降央卓玛的歌,music.play,放首<singer>降央卓玛</singer>的歌
133,讲个笑话换一个,OTHERS,讲个笑话换一个
133,给我唱个歌,music.play,给我唱个歌
133,我想听王娅的湖,music.play,我想听<singer>王娅</singer>的<song>湖</song>
133,来一首生日礼物,music.play,来一首<song>生日礼物</song>
134,我要听中国人,music.play,我要听<song>中国人</song>
134,我要听中国人,music.play,我要听<song>中国人</song>
134,我要听,music.play,我要听
135,上海市黄浦区广东路339号中福世福汇大酒店,navigation.navigation,<destination>上海市黄浦区广东路339号中福世福汇大酒店</destination>
135,打电话给17600008517,phone_call.make_a_phone_call,打电话给<phone_num>17600008517</phone_num>
135,我要打电话给17600008517,phone_call.make_a_phone_call,我要打电话给<phone_num>17600008517</phone_num>
136,没有,OTHERS,没有
136,呵呵,OTHERS,呵呵
136,你今天早上吃的什么饭,OTHERS,你今天早上吃的什么饭
136,今天天气怎么样,OTHERS,今天天气怎么样
136,来了,OTHERS,来了
136,关机,OTHERS,关机
136,066,phone_call.make_a_phone_call,<phone_num>066</phone_num>
136,魏三,music.play,<singer>魏三</singer>
136,到品格,navigation.navigation,到<destination>品格</destination>
137,你是个笨蛋,OTHERS,你是个笨蛋
137,叫你打个电话你都不懂,phone_call.make_a_phone_call,叫你打个电话你都不懂
137,说你是个笨蛋,OTHERS,说你是个笨蛋
137,你好吗,OTHERS,你好吗
137,拨打662,phone_call.make_a_phone_call,拨打<phone_num>662</phone_num>
137,淄博六中,navigation.navigation,<destination>淄博六中</destination>
138,呼叫张晓媛,phone_call.make_a_phone_call,呼叫<contact_name>张晓媛</contact_name>
138,分道扬镳但是是因为我们租了一辆车然后1路要从海拉尔沿着北京西开往东北看到没,OTHERS,分道扬镳但是是因为我们租了一辆车然后1路要从海拉尔沿着北京西开往东北看到没
138,嫣然,OTHERS,嫣然
138,然后有一个小山坡的地方呢然后只问一下我们可以自由活动都过了一段时间我得自己都读字,OTHERS,然后有一个小山坡的地方呢然后只问一下我们可以自由活动都过了一段时间我得自己都读字
138,还没有完全的变化一望无际的那个麦片然后说有一部电影卖铁就是在那里拍摄,OTHERS,还没有完全的变化一望无际的那个麦片然后说有一部电影卖铁就是在那里拍摄
138,张宇的在一起,music.play,<singer>张宇</singer>的<song>在一起</song>
138,取消导航,navigation.cancel_navigation,取消导航
139,播放藏族歌曲,music.play,播放<language>藏族</language>歌曲
139,大女孩歌曲,music.play,<song>大女孩</song>歌曲
139,凤凰传奇,music.play,<singer>凤凰传奇</singer>
140,打电话给688,phone_call.make_a_phone_call,打电话给<phone_num>688</phone_num>
140,打电话给688,phone_call.make_a_phone_call,打电话给<phone_num>688</phone_num>
140,导航去莆田市阳光假日大酒店,navigation.navigation,导航去<destination>莆田市阳光假日大酒店</destination>
141,体面,music.play,<song>体面</song>
141,体面的歌,music.play,<song>体面</song>的歌
141,一晃就老了,music.play,<song>一晃就老了</song>
141,音乐一晃就老了,music.play,音乐<song>一晃就老了</song>
141,蓝调,music.play,<style>蓝调</style>
141,艾琳,music.play,<singer>艾琳</singer>
141,歌曲感谢,music.play,歌曲<song>感谢</song>
142,搜索金河花园,navigation.navigation,搜索<destination>金河花园</destination>
142,齐豫,music.play,<singer>齐豫</singer>
142,你自己,OTHERS,你自己
142,高翔,OTHERS,高翔
142,退出,OTHERS,退出
142,取消,OTHERS,取消
143,我想听经典老歌,music.play,我想听<theme>经典老歌</theme>
143,我想听祁隆的歌,music.play,我想听<singer>祁隆</singer>的歌
143,我想听中国轻音乐,music.play,我想听中国轻音乐
144,我讨厌你,OTHERS,我讨厌你
144,你个大傻瓜,OTHERS,你个大傻瓜
144,好了导航不需要了谢谢,navigation.cancel_navigation,好了导航不需要了谢谢
144,行了不需要导航了,navigation.cancel_navigation,行了不需要导航了
144,杀有点声音,OTHERS,杀有点声音
144,打电话给18000008669,phone_call.make_a_phone_call,打电话给<phone_num>18000008669</phone_num>
144,打电话给2000073,phone_call.make_a_phone_call,打电话给<phone_num>2000073</phone_num>
145,升哥打电话,phone_call.make_a_phone_call,<contact_name>升哥</contact_name>打电话
145,王友,OTHERS,王友
145,这座宾馆,OTHERS,这座宾馆
145,叮当你好,OTHERS,叮当你好
145,我要去太重宾馆,navigation.navigation,我要去<destination>太重宾馆</destination>
145,去泰州偏关,navigation.navigation,去<destination>泰州偏关</destination>
146,家家,OTHERS,家家
146,取消,OTHERS,取消
146,苏雅,OTHERS,苏雅
146,张枝茂,OTHERS,张枝茂
146,阿克苏机场,navigation.navigation,<destination>阿克苏机场</destination>
146,阿克苏机场,navigation.navigation,<destination>阿克苏机场</destination>
